"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000204463","Developmental","SCZ","isoTWAS","BAG6","ENST00000362049",6,31639028,31652705,"protein_coding",7.337116181,2.18e-13,0.000999001,0.03838593,"rs614549",1.92e-10,9.23457735975901e-16,1.33068610722456e-13,3.488e-12
"ENSG00000143224","Developmental","ALZ","isoTWAS","PPOX","ENST00000650741",1,161166056,161178013,"protein_coding",-3.467512968,0.000525298,0.044955045,0.0377959,"rs4575098",2.06e-10,0.00337464982917617,0.00973953390434088,0.008404768
"ENSG00000158769","Developmental","ALZ","isoTWAS","F11R","ENST00000472573",1,160995211,161021343,"protein_coding",-3.474239043,0.000512304,0.041958042,0.020869511,"rs4575098",2.06e-10,0.00173525554831379,0.00622478090558707,0.001536912
"ENSG00000132716","Developmental","ALZ","isoTWAS","DCAF8","ENST00000495887",1,160215715,160262549,"protein_coding",4.012219933,6.02e-05,0.016983017,0.013540414,"rs4575098",2.06e-10,0.000626916075715438,0.00308469467864983,0.000602
"ENSG00000158864","Developmental","ALZ","isoTWAS","NDUFS2","ENST00000465923",1,161197104,161214723,"protein_coding",-4.369129603,1.25e-05,0.008991009,0.045954621,"rs4575098",2.06e-10,0.00010223763811591,0.000814419171546237,0.0001125
"ENSG00000162735","Developmental","ALZ","isoTWAS","PEX19","ENST00000495624",1,160276807,160286348,"protein_coding",5.263931876,1.41e-07,0.001998002,0.034767591,"rs4575098",2.06e-10,1.12798348828067e-06,2.11680529271647e-05,9.87e-07
"ENSG00000065357","Developmental","BV","isoTWAS","DGKA","ENST00000551739",12,55927319,55954027,"protein_coding",-3.323875463,0.000887758,0.024975025,0.045451632,"rs705700",2.13e-10,0.0060210312545818,0.0141322605319511,0.009765338
"ENSG00000135441","Developmental","BV","isoTWAS","BLOC1S1","ENST00000548556",12,55716038,55720087,"protein_coding",6.352,2.13e-10,0.000999001,0.061756763,"rs705700",2.13e-10,2.54902952767511e-10,1.31433826029229e-08,1.065e-09
"ENSG00000135441","Developmental","BV","isoTWAS","BLOC1S1","ENST00000551926",12,55716038,55720087,"protein_coding",6.56123934,5.34e-11,0.000999001,0.01057009,"rs705700",2.13e-10,2.54902952767511e-10,1.31433826029229e-08,2.67e-10
"ENSG00000197728","Developmental","BV","isoTWAS","RPS26","ENST00000548590",12,56041351,56044697,"protein_coding",6.055395255,1.4e-09,0.017982018,0.067554309,"rs705700",2.13e-10,1.51607823336693e-12,1.24836666368923e-10,1.4e-09
"ENSG00000197728","Developmental","BV","isoTWAS","RPS26","ENST00000646449",12,56041351,56044697,"protein_coding",6.851352611,7.32e-12,0.013986014,0.044876685,"rs705700",2.13e-10,1.51607823336693e-12,1.24836666368923e-10,1.464e-11
"ENSG00000197728","Developmental","BV","isoTWAS","RPS26","ENST00000552361",12,56041351,56044697,"protein_coding",7.214122251,5.43e-13,0.000999001,0.673207871,"rs705700",2.13e-10,1.51607823336693e-12,1.24836666368923e-10,1.086e-12
"ENSG00000093167","Developmental","SCZ","isoTWAS","LRRFIP2","ENST00000490597",3,37052626,37183689,"protein_coding",-3.525082132,0.000423352,0.046953047,0.046202998,"rs9811916",2.18e-10,0.00150360485566595,0.0056473536806127,0.00635028
"ENSG00000076242","Developmental","SCZ","isoTWAS","MLH1","ENST00000457004",3,36993350,37050846,"protein_coding",-3.762138107,0.000168467,0.028971029,0.016229525,"rs9811916",2.18e-10,4.91391728691404e-11,2.99266834315116e-09,0.003537807
"ENSG00000076242","Developmental","SCZ","isoTWAS","MLH1","ENST00000231790",3,36993350,37050846,"protein_coding",-4.181996447,2.89e-05,0.022977023,0.021652585,"rs9811916",2.18e-10,4.91391728691404e-11,2.99266834315116e-09,0.0006358
"ENSG00000279727","Developmental","SCZ","isoTWAS","LINC02033","ENST00000623207",3,36819276,36822498,"lncRNA",-4.377710534,1.2e-05,0.007992008,0.015600692,"rs9811916",2.18e-10,2.39966212236683e-05,0.000266906595402331,1.2e-05
"ENSG00000241685","Developmental","ALZ","isoTWAS","ARPC1A","ENST00000463009",7,99325898,99366262,"protein_coding",3.580985226,0.000342301,0.036963037,0.019777386,"rs6948729",2.22e-10,0.00106170494095286,0.00447970092602305,0.001026903
"ENSG00000146828","Developmental","ALZ","isoTWAS","SLC12A9","ENST00000434158",7,100826820,100867010,"protein_coding",-3.884063587,0.000102725,0.000999001,0.025836304,"rs6948729",2.22e-10,4.79385147873791e-05,0.000458539650342196,0.00061635
"ENSG00000205277","Developmental","ALZ","isoTWAS","MUC12","ENST00000474482",7,100969565,101018939,"protein_coding",-4.403368087,1.07e-05,0.01998002,0.013221655,"rs6948729",2.22e-10,3.17624201629124e-05,0.000332003691068163,2.14e-05
"ENSG00000214309","Developmental","ALZ","isoTWAS","MBLAC1","ENST00000398075",7,100126785,100128495,"protein_coding",-4.479524607,7.48e-06,0.00999001,0.025643568,"rs6948729",2.22e-10,1.48568090358117e-05,0.000181098218299822,7.48e-06
"ENSG00000172354","Developmental","ALZ","isoTWAS","GNB2","ENST00000470354",7,100673567,100679174,"protein_coding",-4.01201621,6.02e-05,0.046953047,0.030806696,"rs6948729",2.22e-10,0.000326804671875475,0.00192352319452892,0.0005418
"ENSG00000166526","Developmental","ALZ","isoTWAS","ZNF3","ENST00000466121",7,100064033,100082548,"protein_coding",-4.035948403,5.44e-05,0.000999001,0.020223543,"rs6948729",2.22e-10,7.97911325012918e-05,0.000679909761055094,0.0003808
"ENSG00000213420","Developmental","ALZ","isoTWAS","GPC2","ENST00000490629",7,100169606,100177381,"protein_coding",-3.955846467,7.63e-05,0.021978022,0.023846494,"rs6948729",2.22e-10,3.57163011184992e-07,7.88543616623061e-06,0.0003052
"ENSG00000196411","Developmental","ALZ","isoTWAS","EPHB4","ENST00000358173",7,100802565,100827523,"protein_coding",-3.943371024,8.03e-05,0.023976024,0.031544907,"rs6948729",2.22e-10,9.84641125171765e-07,1.87463620293508e-05,0.0002409
"ENSG00000078487","Developmental","ALZ","isoTWAS","ZCWPW1","ENST00000490089",7,100400826,100428992,"protein_coding",3.915126458,9.04e-05,0.001998002,0.019390918,"rs6948729",2.22e-10,0.000266186623868976,0.00166640260768867,0.0001808
"ENSG00000106351","Developmental","ALZ","isoTWAS","AGFG2","ENST00000477022",7,100539203,100568220,"protein_coding",4.076225208,4.58e-05,0.000999001,0.015138702,"rs6948729",2.22e-10,4.59815698849913e-05,0.000444392234308161,0.0001374
"ENSG00000197343","Developmental","ALZ","isoTWAS","ZNF655","ENST00000423973",7,99558406,99576453,"protein_coding",4.467730673,7.91e-06,0.000999001,0.024603693,"rs6948729",2.22e-10,3.85262731576908e-07,8.44803699038005e-06,9.492e-05
"ENSG00000106351","Developmental","ALZ","isoTWAS","AGFG2","ENST00000474713",7,100539203,100568220,"protein_coding",-4.322192429,1.54e-05,0.000999001,0.015034819,"rs6948729",2.22e-10,4.59815698849913e-05,0.000444392234308161,4.62e-05
"ENSG00000106261","Developmental","ALZ","isoTWAS","ZKSCAN1","ENST00000620510",7,100015572,100041689,"protein_coding",-4.4651769,8e-06,0.00999001,0.016921942,"rs6948729",2.22e-10,2.50895834392561e-07,5.73780311737119e-06,3.2e-05
"ENSG00000221838","Developmental","ALZ","isoTWAS","AP4M1","ENST00000479916",7,100101549,100110345,"protein_coding",-4.897262414,9.72e-07,0.013986014,0.025529085,"rs6948729",2.22e-10,1.32725247003447e-08,4.42572884584427e-07,1.2636e-05
"ENSG00000106245","Developmental","ALZ","isoTWAS","BUD31","ENST00000471813",7,99408641,99419616,"protein_coding",4.857714868,1.19e-06,0.007992008,0.024165374,"rs6948729",2.22e-10,6.44100840485575e-06,8.98456652082687e-05,5.95e-06
"ENSG00000166924","Developmental","ALZ","isoTWAS","NYAP1","ENST00000496985",7,100483927,100494802,"protein_coding",-4.713102101,2.44e-06,0.012987013,0.029317764,"rs6948729",2.22e-10,4.8770645500948e-06,7.1620513898071e-05,2.44e-06
"ENSG00000239521","Developmental","ALZ","isoTWAS","CASTOR3P","ENST00000440058",7,100222597,100271983,"transcribed_unprocessed_pseudogene",5.149644742,2.61e-07,0.000999001,0.020655104,"rs6948729",2.22e-10,1.54615257899914e-10,8.53769847508687e-09,2.088e-06
"ENSG00000188186","Developmental","ALZ","isoTWAS","LAMTOR4","ENST00000474831",7,100148912,100155944,"protein_coding",5.338011962,9.4e-08,0.000999001,0.024938416,"rs6948729",2.22e-10,3.39214814710371e-07,7.58253170998708e-06,9.4e-07
"ENSG00000196411","Developmental","ALZ","isoTWAS","EPHB4","ENST00000616502",7,100802565,100827523,"protein_coding",5.159820412,2.47e-07,0.003996004,0.045280819,"rs6948729",2.22e-10,9.84641125171765e-07,1.87463620293508e-05,7.41e-07
"ENSG00000188186","Developmental","ALZ","isoTWAS","LAMTOR4","ENST00000474141",7,100148912,100155944,"protein_coding",-5.466657212,4.59e-08,0.001998002,0.030775592,"rs6948729",2.22e-10,3.39214814710371e-07,7.58253170998708e-06,4.59e-07
"ENSG00000197343","Developmental","ALZ","isoTWAS","ZNF655","ENST00000394163",7,99558406,99576453,"protein_coding",5.529820769,3.21e-08,0.000999001,0.010129929,"rs6948729",2.22e-10,3.85262731576908e-07,8.44803699038005e-06,4.494e-07
"ENSG00000213420","Developmental","ALZ","isoTWAS","GPC2","ENST00000486702",7,100169606,100177381,"protein_coding",-5.387289558,7.15e-08,0.004995005,0.024895133,"rs6948729",2.22e-10,3.57163011184992e-07,7.88543616623061e-06,2.86e-07
"ENSG00000197093","Developmental","ALZ","isoTWAS","GAL3ST4","ENST00000413800",7,100159244,100168617,"protein_coding",-5.930807761,3.01e-09,0.000999001,0.011465851,"rs6948729",2.22e-10,1.20385334668268e-08,4.08172041220837e-07,9.03e-09
"ENSG00000239521","Developmental","ALZ","isoTWAS","CASTOR3P","ENST00000435519",7,100222597,100271983,"transcribed_unprocessed_pseudogene",-6.350288244,2.15e-10,0.040959041,0.093426884,"rs6948729",2.22e-10,1.54615257899914e-10,8.53769847508687e-09,2.15e-09
"ENSG00000106333","Developmental","ALZ","isoTWAS","PCOLCE","ENST00000468214",7,100602363,100608175,"protein_coding",-6.565389616,5.19e-11,0.000999001,0.035801368,"rs6948729",2.22e-10,4.15199914801076e-10,2.03675119300139e-08,3.633e-10
"ENSG00000239521","Developmental","ALZ","isoTWAS","CASTOR3P","ENST00000445230",7,100222597,100271983,"transcribed_unprocessed_pseudogene",-6.742607945,1.56e-11,0.02997003,0.145737896,"rs6948729",2.22e-10,1.54615257899914e-10,8.53769847508687e-09,1.56e-10
"ENSG00000237640","Developmental","ALZ","isoTWAS","","ENST00000456499",7,99929392,99948620,"lncRNA",4.521844159,6.13e-06,0.000999001,0.018977,"rs6948729",2.22e-10,6.13000000002877e-06,8.62528945078155e-05,0
"ENSG00000196735","Developmental","CDG","isoTWAS","HLA-DQA1","ENST00000422863",6,32628179,32647062,"protein_coding",-5.541095078,3.01e-08,0.025974026,0.016694843,"rs1150754",2.22e-10,3.01000000426656e-08,8.99599816089964e-07,0
"ENSG00000109332","Developmental","SCZ","isoTWAS","UBE2D3","ENST00000338145",4,102794383,102868896,"protein_coding",-6.064573605,1.32e-09,0.03996004,0.035457463,"rs13114738",2.31e-10,2.08397863604922e-08,6.58186520688814e-07,1.98e-08
"ENSG00000269929","Developmental","NTSM","isoTWAS","MIRLET7A1HG","ENST00000652769",9,94166258,94200902,"lncRNA",5.961104552,2.51e-09,0.000999001,0.031024945,"rs6479494",2.39e-10,5.01347984474454e-09,1.83475172821615e-07,2.51e-09
"ENSG00000197696","Developmental","BP","isoTWAS","NMB","ENST00000360476",15,84655129,84658563,"protein_coding",-5.149978147,2.61e-07,0.008991009,0.134169877,"rs11633534",2.48e-10,5.21970278752818e-07,1.09688519906142e-05,2.61e-07
"ENSG00000259683","Developmental","BP","isoTWAS","","ENST00000561247",15,84389729,84395903,"unprocessed_pseudogene",5.064475616,4.1e-07,0.030969031,0.554421882,"rs11633534",2.48e-10,4.10000000043287e-07,8.88186577274981e-06,0
"ENSG00000145743","Developmental","NTSM","isoTWAS","FBXL17","ENST00000496714",5,107859035,108382098,"protein_coding",-6.439523017,1.2e-10,0.000999001,0.046072978,"rs10078397",2.67e-10,3.59998267808908e-10,1.78769601359015e-08,2.4e-10
"ENSG00000129116","Developmental","SCZ","isoTWAS","PALLD","ENST00000513245",4,168497052,168928457,"protein_coding",3.854379607,0.000116023,0.043956044,0.021019176,"rs4349564",2.79e-10,0.000308741717611891,0.00185674038694843,0.001392276
"ENSG00000129116","Developmental","SCZ","isoTWAS","PALLD","ENST00000511682",4,168497052,168928457,"protein_coding",4.139519689,3.48e-05,0.027972028,0.043965763,"rs4349564",2.79e-10,0.000308741717611891,0.00185674038694843,0.0004176
"ENSG00000012048","Developmental","BP","isoTWAS","BRCA1","ENST00000473961",17,43044295,43170245,"protein_coding",3.408243561,0.000653825,0.043956044,0.021394132,"rs228768",2.83e-10,0.00620201543179908,0.0144159729388049,0.0078459
"ENSG00000108852","Developmental","BP","isoTWAS","MPP2","ENST00000625880",17,43875357,43909711,"protein_coding",-3.76310438,0.000167817,0.000999001,0.017906829,"rs228768",2.83e-10,2.2325802772617e-07,5.20688050501829e-06,0.00167817
"ENSG00000184988","Developmental","BP","isoTWAS","TMEM106A","ENST00000592649",17,43211835,43220041,"protein_coding",6.374302327,1.84e-10,0.033966034,0.010364059,"rs228768",2.83e-10,5.51999917121058e-10,2.61026578802058e-08,3.68e-10
"ENSG00000175906","Developmental","BP","isoTWAS","ARL4D","ENST00000320033",17,43398993,43401137,"protein_coding",-3.634298838,0.000278738,0.004995005,0.011676732,"rs228768",2.83e-10,0.000278738000000033,0.00172226362251169,0
"ENSG00000168734","Developmental","BP","isoTWAS","PKIG","ENST00000372889",20,44531785,44624247,"protein_coding",-4.969862952,6.7e-07,0.040959041,0.027570682,"rs1573699",2.86e-10,4.58855658452263e-06,6.77536273720135e-05,4.69e-06
"ENSG00000132824","Developmental","BP","isoTWAS","SERINC3","ENST00000411544",20,44496221,44522085,"protein_coding",-6.24142052,4.34e-10,0.000999001,0.015585007,"rs1573699",2.86e-10,1.30199894145514e-09,5.42970566308645e-08,8.68e-10
"ENSG00000111057","Developmental","BV","isoTWAS","KRT18","ENST00000388837",12,52948871,52952906,"protein_coding",4.046560128,5.2e-05,0.021978022,0.064113991,"rs921990",3.07e-10,0.000103936497289801,0.000824695737345181,5.2e-05
"ENSG00000104853","Developmental","ALZ","isoTWAS","CLPTM1","ENST00000588274",19,44954585,44993341,"protein_coding",-6.293,3.11e-10,0.000999001,0.014781422,"rs1135062",3.11e-10,6.312e-57,1.01869368e-52,1.866e-09
"ENSG00000196588","Developmental","SCZ","isoTWAS","MRTFA","ENST00000652095",22,40410281,40636719,"protein_coding",5.132389142,2.86e-07,0.041958042,0.040571165,"rs5750857",3.28e-10,9.49937560336753e-10,4.12777629891064e-08,2.288e-06
"ENSG00000100246","Developmental","SCZ","isoTWAS","DNAL4","ENST00000475512",22,38778508,38794198,"protein_coding",3.498809698,0.00046734,0.035964036,0.030202637,"rs5750857",3.28e-10,0.000467340000000023,0.00250460989446657,0
"ENSG00000100211","Developmental","SCZ","isoTWAS","CBY1","ENST00000492537",22,38656636,38673854,"protein_coding",3.796718618,0.000146624,0.017982018,0.021062857,"rs5750857",3.28e-10,0.000293325719725412,0.0017884336194365,0.000879744
"ENSG00000239900","Developmental","SCZ","isoTWAS","ADSL","ENST00000637666",22,40346461,40390463,"protein_coding",6.496565559,8.22e-11,0.010989011,0.037317979,"rs5750857",3.28e-10,8.53551406856809e-12,6.06848729306698e-10,1.1508e-09
"ENSG00000239900","Developmental","SCZ","isoTWAS","ADSL","ENST00000623978",22,40346461,40390463,"protein_coding",7.206830384,5.73e-13,0.003996004,0.027737372,"rs5750857",3.28e-10,8.53551406856809e-12,6.06848729306698e-10,8.022e-12
"ENSG00000242759","Developmental","NTSM","isoTWAS","LINC00882","ENST00000658897",3,106630469,107240671,"lncRNA",3.491635203,0.000480073,0.04995005,0.044189301,"rs600011",3.3e-10,0.000208158010355063,0.00138591671993415,0.00480073
"ENSG00000114439","Developmental","NTSM","isoTWAS","BBX","ENST00000474137",3,107522936,107811339,"protein_coding",-3.515787056,0.000438452,0.024975025,0.039237921,"rs600011",3.3e-10,1.66671803897769e-06,2.93979917279355e-05,0.003946068
"ENSG00000114439","Developmental","NTSM","isoTWAS","BBX","ENST00000325805",3,107522936,107811339,"protein_coding",4.004859505,6.21e-05,0.045954046,0.016940457,"rs600011",3.3e-10,1.66671803897769e-06,2.93979917279355e-05,0.0006831
"ENSG00000242759","Developmental","NTSM","isoTWAS","LINC00882","ENST00000660862",3,106630469,107240671,"lncRNA",4.261800468,2.03e-05,0.01998002,0.04515841,"rs600011",3.3e-10,0.000208158010355063,0.00138591671993415,0.0002233
"ENSG00000243701","Developmental","NTSM","isoTWAS","DUBR","ENST00000660597",3,107220744,107348464,"lncRNA",-4.322839671,1.54e-05,0.005994006,0.02737413,"rs600011",3.3e-10,0.000111773796903939,0.000870660390219025,0.0001386
"ENSG00000114446","Developmental","NTSM","isoTWAS","IFT57","ENST00000264538",3,108160812,108222435,"protein_coding",-4.856379357,1.2e-06,0.000999001,0.046323208,"rs600011",3.3e-10,5.99912522581091e-06,8.49323696393006e-05,4.8e-06
"ENSG00000100359","Developmental","SCZ","isoTWAS","SGSM3","ENST00000478085",22,40370591,40410289,"protein_coding",-5.894767461,3.75e-09,0.011988012,0.044835407,"rs5995992",3.5e-10,3.67382795711111e-09,1.40502154975868e-07,4.125e-08
"ENSG00000100359","Developmental","SCZ","isoTWAS","SGSM3","ENST00000480830",22,40370591,40410289,"protein_coding",5.588017385,2.3e-08,0.005994006,0.058849555,"rs5995992",3.5e-10,3.67382795711111e-09,1.40502154975868e-07,2.3e-07
"ENSG00000287783","Developmental","NTSM","isoTWAS","","ENST00000667965",5,87767608,87774070,"lncRNA",6.340954878,2.28e-10,0.030969031,0.067215988,"rs16903285",3.59e-10,4.55999719164239e-10,2.21002386414164e-08,2.28e-10
"ENSG00000245526","Developmental","NTSM","isoTWAS","LINC00461","ENST00000509265",5,88507546,88691057,"lncRNA",7.581693672,3.41e-14,0.006993007,0.132554492,"rs16903285",3.59e-10,2.4679e-32,5.68991972857143e-29,9.207e-13
"ENSG00000245526","Developmental","NTSM","isoTWAS","LINC00461","ENST00000662060",5,88507546,88691057,"lncRNA",7.70069381,1.35e-14,0.002997003,0.269208773,"rs16903285",3.59e-10,2.4679e-32,5.68991972857143e-29,3.78e-13
"ENSG00000245864","Developmental","NTSM","isoTWAS","MEF2C-AS2","ENST00000510274",5,88676014,88779088,"lncRNA",7.942016519,1.99e-15,0.004995005,0.039535603,"rs16903285",3.59e-10,7.99401064312089e-15,9.7738892249491e-13,5.97e-15
"ENSG00000245526","Developmental","NTSM","isoTWAS","LINC00461","ENST00000662192",5,88507546,88691057,"lncRNA",12.11775164,8.51e-34,0.000999001,0.015995898,"rs16903285",3.59e-10,2.4679e-32,5.68991972857143e-29,2.3828e-32
"ENSG00000221983","Developmental","SCZ","isoTWAS","UBA52","ENST00000594527",19,18571730,18577550,"protein_coding",-6.263,3.78e-10,0.000999001,0.017884256,"rs4808931",3.78e-10,4.15798999908618e-09,1.56060001384307e-07,3.78e-09
"ENSG00000164068","Developmental","SCZ","isoTWAS","RNF123","ENST00000454491",3,49689538,49721529,"protein_coding",3.845942255,0.00012009,0.027972028,0.017711559,"rs11917680",4.16e-10,1.51988421655789e-10,8.42935098660751e-09,0.00036027
"ENSG00000114395","Developmental","SCZ","isoTWAS","CYB561D2","ENST00000419046",3,50350845,50358460,"protein_coding",-5.597146499,2.18e-08,0.022977023,0.03041764,"rs11917680",4.16e-10,8.71705797228511e-08,2.30630489532311e-06,6.54e-08
"ENSG00000214706","Developmental","SCZ","isoTWAS","IFRD2","ENST00000492387",3,50287732,50292918,"protein_coding",-4.375310503,1.21e-05,0.017982018,0.027450075,"rs11917680",4.16e-10,1.07195259882376e-09,4.6133981313111e-08,7.26e-05
"ENSG00000230454","Developmental","SCZ","isoTWAS","","ENST00000439898",3,50260303,50263358,"lncRNA",3.65794233,0.000254248,0.015984016,0.01884259,"rs11917680",4.16e-10,2.04244336700451e-05,0.000234779155983517,0.000508496
"ENSG00000164078","Developmental","SCZ","isoTWAS","MST1R","ENST00000296474",3,49887002,49903873,"protein_coding",-6.034900826,1.59e-09,0.015984016,0.023099781,"rs11917680",4.16e-10,1.11139972010675e-08,3.80825479465028e-07,9.54e-09
